segment_key,scheduled_departure_date_key,scheduled_departure_time_key,actual_departure_date_key,actual_departure_time_key,passenger_key,passenger_profile_key,segment_origin_airport_key,segment_destination_airport_key,aircraft_key,class_of_service_key,fare_basis_key,booking_channel_key,confirmation_number,ticket_number,segment_sequence_number,flight_number,base_fare_revenue_usd,passenger_facility_charges_usd,airport_tax_usd,government_tax_usd,baggage_charges_usd,upgrade_fees_usd,transaction_fees_usd,total_revenue_usd,segment_miles_flown,segment_miles_earned,delay_minutes,seat_capacity,flight_status,load_factor_pct
13222,961,230,961,230,1759,3143,17,5,36,20,3,5,CNF16365039,TKT9702675691,3,GA445,177.54,11.89,16.12,24.77,75.0,0,8.88,314.2,4782,1315,0,179,Flown,77.1
13223,128,2215,128,2215,1560,4413,20,2,6,4,8,1,CNF29238468,TKT9858036258,4,GA534,90.03,5.02,6.63,11.96,0.0,0,0.0,113.64,5539,1938,271,77,Flown,56.0
13224,800,0,800,0,1052,2130,6,5,62,1,7,2,CNF80012615,TKT8877372157,4,GA120,1225.22,20.5,90.41,159.25,0.0,50,0.0,1545.38,1603,17633,109,177,Flown,93.0
13225,234,1515,234,1515,2302,2777,13,21,39,1,7,2,CNF99560773,TKT0846167212,1,GA122,5729.05,19.27,291.23,572.21,0.0,200,0.0,6811.76,3487,38357,0,73,Flown,77.6
13226,537,2030,537,2030,2310,547,13,14,63,10,6,3,CNF49824568,TKT0402940116,3,GA887,572.07,6.39,29.12,28.71,0.0,0,45.77,682.06,7780,20694,0,337,Cancelled,68.9
13227,29,1230,29,1230,2391,2158,12,15,23,16,2,4,CNF70492628,TKT5785383095,3,GA973,83.62,11.03,5.01,11.59,0.0,0,8.36,119.61,2986,1269,0,178,Flown,94.5
13228,538,1630,538,1630,2398,588,12,5,58,7,4,2,CNF91791958,TKT8423975277,4,GA850,494.93,19.3,45.64,68.59,25.0,100,0.0,753.46,3206,3125,4,166,No-Show,66.4
13229,626,530,626,530,1826,1386,17,2,8,23,4,1,CNF85077239,TKT6524884192,3,GA205,374.36,15.49,21.62,23.98,25.0,200,0.0,660.45,1884,1836,7,400,Flown,83.1
13230,832,845,832,845,2108,1331,4,17,46,5,7,1,CNF51992020,TKT1402745387,1,GA220,4217.95,21.8,293.12,532.16,0.0,0,0.0,5065.03,3154,34694,0,177,No-Show,78.5
13231,937,645,937,645,2774,16,7,17,51,15,4,1,CNF68489664,TKT6381544941,3,GA303,553.55,24.01,44.73,33.48,0.0,100,0.0,755.77,217,211,0,332,Cancelled,82.0
13232,988,1915,988,1915,2273,1605,2,11,51,20,8,5,CNF57033914,TKT8984064814,2,GA391,74.55,10.1,5.64,8.6,0.0,0,3.73,102.62,6606,2312,113,332,Flown,87.9
13233,236,1030,236,1030,1090,1158,15,4,52,18,5,1,CNF13921493,TKT0079913443,3,GA301,1355.49,26.92,101.72,160.71,0.0,0,0.0,1644.84,4827,16894,0,300,Flown,63.4
13234,954,100,954,100,946,1864,11,2,30,15,4,2,CNF59682216,TKT9836023593,4,GA957,95.58,23.96,4.69,6.61,25.0,0,0.0,155.84,7977,7777,0,393,Flown,81.5
13235,1087,1915,1087,1915,2977,5637,13,15,71,6,6,1,CNF84716159,TKT8011281001,1,GA432,2278.95,16.66,128.19,341.63,0.0,0,0.0,2765.43,2156,5734,0,163,Flown,46.1
13236,367,1930,367,1930,2146,944,18,15,16,12,1,1,CNF77304095,TKT1716844655,1,GA325,524.35,20.94,51.0,77.62,50.0,0,0.0,723.91,6937,4162,26,397,Flown,72.6
13237,46,945,46,945,885,1763,20,12,57,12,1,1,CNF73075441,TKT1642250039,1,GA582,392.96,24.81,30.89,22.27,25.0,0,0.0,495.93,4319,2591,0,225,Flown,60.8
13238,381,2245,381,2245,2683,944,21,11,6,24,3,1,CNF92781741,TKT2389826578,2,GA515,140.45,28.94,9.86,14.69,0.0,0,0.0,193.94,2640,726,0,77,Flown,72.3
13239,590,1030,590,1030,2072,2278,7,4,22,20,2,2,CNF43083207,TKT4830972587,4,GA686,78.78,7.73,3.53,10.38,25.0,0,0.0,125.42,1865,792,15,168,Flown,67.8
13240,279,1330,279,1330,665,20,14,11,38,4,8,3,CNF40748046,TKT7118313939,1,GA957,194.85,10.21,18.62,10.24,75.0,0,15.59,324.51,6197,2168,6,340,Flown,81.0
13241,624,30,624,30,2073,2400,7,6,47,14,5,2,CNF28630688,TKT9608405333,2,GA443,1191.06,20.24,50.99,148.33,0.0,0,0.0,1410.62,7047,24664,0,67,Flown,93.5
13242,218,2315,218,2315,1598,609,20,13,55,20,3,1,CNF62444465,TKT6025059713,4,GA407,48.98,15.44,3.72,6.12,0.0,0,0.0,74.26,4260,1171,27,218,Flown,96.3
13243,537,815,537,815,528,357,13,11,48,7,4,5,CNF98637010,TKT7745883598,2,GA935,333.92,23.85,30.66,33.87,25.0,0,16.7,464.0,924,900,6,164,Flown,56.8
13244,620,215,620,215,636,4460,9,2,57,12,8,1,CNF58350321,TKT3413334948,3,GA326,80.92,6.88,3.57,7.74,0.0,0,0.0,99.11,3512,1229,0,225,Flown,62.1
13245,978,2000,978,2000,880,1892,20,21,35,20,2,5,CNF22057094,TKT8230389428,4,GA493,789.8,14.66,67.25,67.74,25.0,0,39.49,1003.94,617,262,0,292,Diverted,85.2
13246,79,2015,79,2015,2775,5061,18,6,10,2,5,2,CNF09935577,TKT7715303289,2,GA160,680.19,23.67,36.75,37.98,0.0,0,0.0,778.59,1199,4196,0,399,Flown,67.8
13247,300,1215,300,1215,433,3834,18,17,3,19,4,1,CNF09612642,TKT1125589160,1,GA112,388.77,13.31,38.69,21.52,0.0,0,0.0,462.29,5807,5661,61,218,Flown,65.9
13248,10,1900,10,1900,919,4395,9,4,31,20,8,3,CNF88650825,TKT0332476525,1,GA340,87.8,23.15,8.37,7.19,0.0,0,7.02,133.53,6423,2248,0,336,Flown,43.0
13249,436,1700,436,1700,1317,1770,13,12,62,4,8,1,CNF70327627,TKT6215134479,4,GA871,161.55,20.26,14.57,23.07,0.0,50,0.0,269.45,1601,560,0,177,Flown,81.7
13250,358,700,358,700,1210,1410,4,6,61,13,7,2,CNF91075345,TKT9425791487,4,GA866,2169.52,17.32,141.21,160.86,0.0,50,0.0,2538.91,2410,26510,0,392,Flown,73.3
13251,266,930,266,930,1885,2642,20,14,4,24,3,5,CNF73455342,TKT1167087850,1,GA689,257.43,27.11,20.62,23.03,0.0,0,12.87,341.06,5616,1544,0,291,Flown,90.2
13252,587,2300,587,2300,1243,958,5,21,1,24,8,5,CNF69392676,TKT2126220292,2,GA151,113.07,5.2,10.27,8.92,75.0,0,5.65,218.11,5624,1968,0,166,Flown,90.9
13253,676,945,676,945,1232,2604,17,4,18,22,5,2,CNF64352417,TKT7694692934,2,GA805,1051.97,14.62,87.0,147.64,0.0,0,0.0,1301.23,5833,20415,14,69,Flown,88.1
13254,984,2000,984,2000,1537,4454,20,2,3,8,3,2,CNF89706538,TKT1450837536,4,GA677,46.59,9.32,1.97,6.48,25.0,0,0.0,89.36,5203,1430,0,218,Flown,75.4
13255,880,1845,880,1845,2411,4626,2,6,38,24,2,2,CNF49392680,TKT8602186677,4,GA151,107.58,9.43,10.25,14.61,0.0,0,0.0,141.87,4065,1727,45,340,Flown,80.5
13256,766,1000,766,1000,188,3744,5,17,52,8,2,2,CNF25102585,TKT9927918423,3,GA653,233.52,26.14,22.11,29.04,0.0,0,0.0,310.81,2963,1259,0,300,Flown,87.0
13257,851,2100,851,2100,1279,1092,20,18,2,18,6,2,CNF75301096,TKT5467569338,4,GA878,1851.93,15.55,130.98,104.69,50.0,50,0.0,2203.15,5981,15909,0,175,Flown,85.8
13258,102,715,102,715,2355,2181,5,12,29,12,2,2,CNF48319501,TKT6678758517,2,GA430,143.81,19.43,6.31,21.2,0.0,0,0.0,190.75,6296,2675,86,67,Flown,77.5
13259,1043,1645,1043,1645,1805,123,13,2,24,13,7,2,CNF82362490,TKT6475088036,2,GA973,2758.14,26.14,238.79,321.64,0.0,100,0.0,3444.71,638,7018,117,178,Flown,50.6
13260,83,1130,83,1130,1538,46,6,7,40,24,1,2,CNF56510812,TKT9861393693,1,GA647,73.64,21.96,6.09,9.68,25.0,0,0.0,136.37,7174,4304,0,178,Flown,70.4
13261,503,1730,503,1730,1026,1309,12,5,5,12,1,4,CNF06187227,TKT4526010064,1,GA569,157.0,25.32,12.43,19.77,50.0,0,15.7,280.22,3478,2086,0,172,Flown,75.6
13262,572,630,572,630,633,63,20,12,70,18,5,5,CNF99457771,TKT2006833953,4,GA716,841.47,14.51,58.8,51.46,0.0,0,42.07,1008.31,7459,26106,0,165,Flown,98.6
13263,743,115,743,115,1916,3945,21,9,61,10,5,1,CNF59878020,TKT9015543727,3,GA688,1199.41,24.63,98.04,167.91,0.0,0,0.0,1489.99,2134,7469,0,392,Flown,81.5
13264,916,2145,916,2145,1760,2643,14,17,1,12,3,1,CNF13119632,TKT8334770735,4,GA308,102.37,20.98,8.98,5.9,0.0,0,0.0,138.23,6178,1698,0,166,Flown,77.3
13265,874,1045,874,1045,2029,2716,2,11,19,5,7,4,CNF06881180,TKT1159211813,2,GA288,2196.77,14.23,129.14,314.84,0.0,0,219.68,2874.66,2559,28149,27,77,Flown,84.8
13266,215,1845,215,1845,395,2902,18,5,5,3,4,4,CNF70505484,TKT5050059292,3,GA247,285.66,28.2,16.7,24.69,0.0,0,28.57,383.82,1200,1170,180,172,Flown,65.7
13267,999,1000,999,1000,2601,5754,21,7,63,24,1,2,CNF81270346,TKT7154711358,4,GA703,282.87,20.83,27.16,40.09,0.0,0,0.0,370.95,320,192,0,337,Flown,88.6
13268,345,1645,345,1645,2067,118,17,20,30,4,1,2,CNF84551513,TKT1044954046,3,GA145,219.42,6.28,15.73,28.66,0.0,0,0.0,270.09,1323,793,0,393,Flown,83.9
13269,1072,845,1072,845,72,4403,15,18,34,8,1,5,CNF77847515,TKT1812934659,2,GA111,11372.59,26.06,46.9,78.5,1806.33,50,56.86,13437.24,3251,1950,0,157,Flown,84.8
13270,775,845,775,845,2499,851,12,6,26,5,7,2,CNF44691814,TKT0311708479,3,GA231,2298.07,9.03,164.72,132.36,0.0,0,0.0,2604.18,2228,24508,0,181,Flown,58.3
13271,304,1730,304,1730,1243,188,21,6,33,16,1,1,CNF03079177,TKT3051138441,4,GA733,364.18,23.95,17.23,38.54,0.0,0,0.0,443.9,6131,3678,0,77,Flown,79.5
13272,298,115,298,115,157,576,9,12,28,14,5,4,CNF54647063,TKT3254464304,2,GA504,1435.49,28.45,71.95,128.1,0.0,0,143.55,1807.54,1905,6667,70,393,Flown,73.8
13273,384,300,384,300,2271,852,5,18,67,16,2,1,CNF90258315,TKT3076720041,2,GA512,142.01,11.77,13.3,7.77,0.0,0,0.0,174.85,5190,2205,0,169,Flown,83.8
13274,193,700,193,700,397,2792,17,6,3,12,3,2,CNF62308317,TKT6930222675,3,GA407,96.56,19.52,6.09,7.0,0.0,0,0.0,129.17,5248,1443,304,218,Flown,75.9
13275,490,2230,490,2230,382,2606,21,18,33,18,6,3,CNF72991200,TKT3749423301,3,GA532,1973.07,7.74,160.42,198.96,0.0,0,157.85,2498.04,2818,7495,0,77,Flown,84.2
13276,661,1900,661,1900,1099,2786,20,12,48,24,8,3,CNF57307095,TKT4756447643,2,GA344,132.76,14.18,7.22,15.88,0.0,0,10.62,180.66,7100,2485,0,164,Flown,93.8
13277,197,845,197,845,627,2094,13,5,34,8,2,2,CNF67751401,TKT5520563614,4,GA331,129.57,18.1,10.18,9.57,0.0,0,0.0,167.42,4277,1817,0,157,Flown,81.6
13278,48,445,48,445,2500,2907,18,11,35,8,1,3,CNF37364820,TKT8177374682,3,GA966,192.52,22.84,10.59,26.28,0.0,0,15.4,267.63,1264,758,0,292,No-Show,93.2
13279,182,745,182,745,1096,11,11,15,56,18,6,2,CNF48176872,TKT3239124985,1,GA900,1138.11,7.2,73.26,112.74,50.0,0,0.0,1381.31,1427,3795,1,295,Flown,95.0
13280,652,1100,652,1100,50,303,7,13,2,16,8,3,CNF96882773,TKT9322647769,4,GA551,80.75,25.68,5.81,6.19,50.0,0,6.46,174.89,3552,1243,0,175,Cancelled,75.3
13281,470,2200,470,2200,1607,931,11,13,24,10,5,1,CNF78599721,TKT7383493970,3,GA931,620.01,16.54,54.05,61.27,0.0,50,0.0,801.87,1306,4571,27,178,Flown,79.6
13282,662,200,662,200,2065,2563,17,11,11,18,5,3,CNF18612283,TKT6379429674,1,GA180,1773.88,26.28,84.56,206.47,0.0,0,141.91,2233.1,2776,9716,0,391,Flown,80.1
13283,662,2030,662,2030,33,476,21,6,45,23,4,1,CNF19241076,TKT6172702371,1,GA616,412.76,20.46,20.43,27.55,0.0,0,0.0,481.2,880,858,0,168,Flown,87.8
13284,586,1930,586,1930,1702,2388,17,18,62,12,1,2,CNF94413629,TKT7719460664,3,GA527,635.13,7.73,55.38,57.07,0.0,0,0.0,755.31,3116,1869,0,177,No-Show,91.3
13285,448,1745,448,1745,1898,1912,18,20,14,16,8,5,CNF29579268,TKT9545708024,3,GA790,171.74,25.1,11.61,25.13,0.0,0,8.59,242.17,4128,1444,0,158,Flown,88.7
13286,1056,1915,1056,1915,1325,2374,5,9,45,19,4,2,CNF91547209,TKT9329357459,2,GA602,156.64,26.92,15.28,20.77,50.0,0,0.0,269.61,6948,6774,0,168,Flown,89.2
13287,1025,1300,1025,1300,2792,1994,2,17,56,4,2,5,CNF40224590,TKT8226477100,3,GA944,129.67,26.28,11.83,16.48,0.0,0,6.48,190.74,630,267,0,295,Flown,72.4
13288,639,45,639,45,2916,4232,11,18,12,18,6,3,CNF75419586,TKT3192929480,4,GA993,1036.99,7.47,69.4,142.9,0.0,50,82.96,1389.72,6219,16542,0,339,Flown,89.5
13289,732,245,732,245,417,2641,4,7,8,24,8,5,CNF82276605,TKT6355586787,2,GA418,95.88,23.26,8.03,12.19,100.0,50,4.79,294.15,6872,2405,5,400,Flown,83.1
13290,603,1830,603,1830,2213,5119,12,5,63,8,1,2,CNF39148552,TKT9801652640,1,GA744,94.17,20.22,7.63,8.38,0.0,0,0.0,130.4,6795,4077,0,337,No-Show,88.0
13291,79,1200,79,1200,2465,2442,21,13,64,8,8,2,CNF32711109,TKT3622222441,3,GA554,70.37,5.54,3.94,4.7,0.0,0,0.0,84.55,7057,2469,0,178,Flown,69.6
13292,101,345,101,345,248,1130,17,18,64,20,2,1,CNF49852673,TKT4260664999,2,GA208,191.18,25.16,15.16,9.99,0.0,0,0.0,241.49,3688,1567,2,178,Flown,68.6
13293,689,545,689,545,2549,2709,7,6,32,14,6,1,CNF84219307,TKT0633878506,2,GA271,509.39,21.92,37.24,68.09,0.0,0,0.0,636.64,1154,3069,20,74,Flown,61.2
13294,499,1500,499,1500,1781,2081,14,18,56,19,4,1,CNF35249180,TKT6333540071,1,GA509,297.94,22.5,15.78,42.95,0.0,0,0.0,379.17,4393,4283,0,295,Diverted,71.6
13295,221,445,221,445,867,2790,17,13,51,12,1,5,CNF19418669,TKT6640720919,4,GA503,193.78,12.24,18.95,14.84,0.0,0,9.69,249.5,1153,691,4,332,Flown,73.9
13296,723,200,723,200,2118,2704,14,20,37,8,3,2,CNF26061905,TKT7764861985,4,GA422,112.97,19.09,5.71,16.52,0.0,0,0.0,154.29,7894,2170,11,393,Flown,86.2
13297,82,1600,82,1600,2445,2327,11,17,3,24,8,5,CNF32087670,TKT4713362217,2,GA136,80.52,26.84,7.72,6.34,0.0,0,4.03,125.45,5636,1972,0,218,Cancelled,71.0
13298,245,30,245,30,2440,368,18,5,22,24,3,3,CNF72101295,TKT1168006338,1,GA304,135.51,9.06,7.98,9.69,0.0,0,10.84,173.08,3199,879,0,168,Flown,44.6
13299,945,330,945,330,707,2948,7,13,65,15,4,5,CNF24076144,TKT1365859265,3,GA843,276.76,26.19,24.72,30.39,0.0,0,13.84,371.9,7725,7531,0,68,Flown,75.4
13300,571,1645,571,1645,2966,2633,17,20,30,15,4,2,CNF87446478,TKT8284023404,4,GA500,330.78,29.25,16.38,26.7,0.0,0,0.0,403.11,2351,2292,8,393,Flown,45.2
13301,578,1700,578,1700,1867,2412,21,17,40,8,8,4,CNF10431615,TKT9283088674,2,GA213,95.47,8.71,7.4,10.37,75.0,0,9.55,206.5,7495,2623,0,178,Flown,63.8
13302,256,2145,256,2145,187,17,2,11,36,18,6,4,CNF63440504,TKT2076474078,2,GA845,385.02,25.93,24.09,34.95,0.0,50,38.5,558.49,4863,12935,0,179,No-Show,65.9
13303,226,0,226,0,1833,1657,11,5,50,17,7,5,CNF72632629,TKT0740043054,1,GA376,1241.98,9.34,75.75,158.8,0.0,0,62.1,1547.97,1268,13948,0,220,Cancelled,86.5
13304,154,30,154,30,640,1078,21,7,45,22,6,2,CNF46591479,TKT0796629134,3,GA986,672.67,17.92,40.11,66.6,0.0,0,0.0,797.3,3298,8772,20,168,Cancelled,85.7
13305,964,915,964,915,2529,1978,5,4,49,21,7,6,CNF59934757,TKT9841718177,2,GA451,2198.07,5.53,197.64,256.62,75.0,0,263.77,2996.63,5564,61204,0,400,Flown,80.8
13306,331,2115,331,2115,2406,1612,18,17,38,20,2,3,CNF91014445,TKT6722896227,2,GA922,180.71,7.91,8.15,9.83,0.0,0,14.46,221.06,5799,2464,0,340,Cancelled,90.0
13307,72,215,72,215,389,1801,13,18,28,5,7,5,CNF49701640,TKT4775665543,4,GA886,4555.27,19.83,346.01,462.87,0.0,0,227.76,5611.74,7434,81774,0,393,Flown,71.1
13308,392,845,392,845,1575,1916,2,20,34,23,4,4,CNF35592885,TKT5383453671,1,GA699,372.19,17.36,27.93,24.03,50.0,0,37.22,528.73,7867,7670,2,157,Flown,69.3
13309,50,1515,50,1515,1660,1696,4,2,32,22,5,1,CNF41955799,TKT5520257545,4,GA104,508.02,20.68,42.83,74.9,50.0,0,0.0,696.43,4119,14416,92,74,Flown,91.1
13310,474,415,474,415,446,445,15,4,35,20,2,1,CNF21291913,TKT7057422196,4,GA536,814.59,23.05,9.9,12.58,1047.97,0,0.0,1908.09,7285,3096,14,292,Flown,88.3
13311,487,700,487,700,2436,2201,7,17,61,14,6,1,CNF41747570,TKT7482192997,1,GA272,655.74,23.42,45.18,69.93,0.0,0,0.0,794.27,1797,4780,22,392,Flown,77.9
13312,605,1100,605,1100,507,5453,14,21,71,6,6,2,CNF76799829,TKT3995859023,4,GA399,996.06,18.59,74.95,63.69,0.0,0,0.0,1153.29,6978,18561,110,163,Flown,81.0
13313,275,2215,275,2215,2069,1996,11,15,39,20,1,3,CNF80547682,TKT4696612406,2,GA863,346.82,8.65,16.78,28.63,0.0,0,27.75,428.63,6391,3834,0,73,Flown,65.1
13314,726,700,726,700,1272,1949,4,21,70,22,5,3,CNF83031262,TKT8422086096,4,GA928,793.54,22.03,70.47,77.55,0.0,0,63.48,1027.07,6955,24342,0,165,Flown,89.8
13315,438,1100,438,1100,2462,5502,4,20,66,16,1,1,CNF32351354,TKT2794209253,4,GA641,229.44,6.15,22.44,17.98,0.0,100,0.0,376.01,7324,4394,0,77,Cancelled,50.1
13316,156,1930,156,1930,2050,3980,20,15,4,1,7,3,CNF53330915,TKT4168456557,3,GA852,9558.04,6.85,526.0,1215.83,0.0,0,764.64,12071.36,1919,21109,0,291,Cancelled,94.2
13317,958,930,958,930,1780,1971,15,21,28,4,3,1,CNF20375581,TKT8279482053,3,GA420,281.77,21.21,27.94,23.57,25.0,50,0.0,429.49,1775,488,16,393,Flown,85.7
13318,969,2100,969,2100,851,4753,7,13,40,6,5,1,CNF53121017,TKT4224194147,1,GA575,1252.3,26.58,120.33,75.93,25.0,0,0.0,1500.14,6600,23100,0,178,Flown,79.0
13319,182,845,182,845,662,1977,4,11,15,22,6,1,CNF05898108,TKT6243909266,1,GA834,622.75,15.95,49.38,33.45,25.0,0,0.0,746.53,7649,20346,23,391,Flown,93.2
13320,149,815,149,815,2883,2821,18,20,42,22,5,1,CNF27393181,TKT3144615782,4,GA818,3052.26,10.98,256.22,189.97,0.0,0,0.0,3509.43,4685,16397,0,338,Flown,64.0
13321,223,1145,223,1145,2823,2660,18,7,50,8,3,3,CNF87232828,TKT1440382695,1,GA404,159.06,29.19,14.15,9.43,50.0,0,12.72,274.55,2178,598,23,220,Flown,82.6
13322,920,330,920,330,2332,234,21,12,65,5,7,1,CNF44086357,TKT8998529591,2,GA980,5742.46,20.91,270.02,737.85,0.0,0,0.0,6771.24,2804,30844,0,68,Flown,58.2
13323,673,1015,673,1015,2436,4539,4,17,16,16,1,2,CNF76768239,TKT9459923224,1,GA535,168.8,14.56,8.14,14.43,0.0,50,0.0,255.93,6295,3777,18,397,No-Show,82.8
13324,810,1100,810,1100,1920,2332,17,11,69,16,3,5,CNF78864315,TKT5122489565,1,GA367,143.04,10.06,6.17,21.45,0.0,0,7.15,187.87,5407,1486,0,400,Flown,84.7
13325,1085,2145,1085,2145,2565,1861,14,4,13,20,2,3,CNF72934444,TKT4479424771,1,GA375,121.91,8.95,6.31,9.72,0.0,100,9.75,256.64,5689,2417,0,393,Flown,77.5
13326,741,2300,741,2300,2391,2631,5,7,18,17,7,3,CNF96230027,TKT5349119708,3,GA577,1867.09,20.37,78.93,244.89,50.0,0,149.37,2410.65,6863,75493,0,69,Flown,52.0
13327,795,1130,795,1130,73,4189,5,7,47,7,4,3,CNF69499813,TKT4910888810,4,GA734,207.93,18.03,11.04,10.67,0.0,0,16.63,264.3,7285,7102,0,67,Flown,61.9
13328,242,530,242,530,2967,3737,21,20,64,20,3,1,CNF81554541,TKT9275150519,2,GA232,371.1,26.86,16.29,21.4,0.0,0,0.0,435.65,6393,1758,23,178,Flown,58.7
13329,368,1000,368,1000,2117,1147,15,7,35,16,1,3,CNF40067085,TKT0091977360,2,GA986,217.43,28.39,11.58,22.93,0.0,0,17.39,297.72,7350,4410,12,292,Flown,80.1
13330,552,1200,552,1200,747,2574,18,11,12,12,1,1,CNF65662447,TKT7415885107,2,GA117,223.24,15.68,9.93,29.65,0.0,0,0.0,278.5,2233,1339,0,339,Flown,54.2
13331,854,2230,854,2230,200,3535,15,4,68,19,4,1,CNF70348568,TKT5916649379,3,GA894,298.04,8.04,29.33,41.34,25.0,0,0.0,401.75,1254,1222,0,222,Flown,84.3
13332,709,1845,709,1845,2571,1871,4,15,29,12,8,2,CNF09607968,TKT3483065206,2,GA767,169.78,25.67,10.43,23.94,0.0,200,0.0,429.82,3933,1376,4,67,Flown,85.4
13333,405,2245,405,2245,1997,381,14,17,27,19,4,1,CNF52746157,TKT6071920815,3,GA490,3.66,14.27,34.51,45.33,1611.27,50,0.0,1759.04,7341,7157,25,175,Flown,53.2
13334,119,445,119,445,992,2164,9,5,53,21,7,1,CNF00699183,TKT8866505362,3,GA486,2301.47,8.83,182.68,275.76,0.0,50,0.0,2818.74,5285,58135,0,396,Flown,58.3
13335,317,1330,317,1330,355,2190,4,14,6,6,5,4,CNF42805502,TKT2046643508,2,GA744,1800.88,14.38,179.12,103.44,50.0,0,180.09,2327.91,6713,23495,1,77,Flown,56.2
13336,606,1715,606,1715,191,732,6,7,31,8,1,2,CNF01358654,TKT7776429428,2,GA224,87.63,7.49,3.99,6.24,0.0,0,0.0,105.35,443,265,0,336,Flown,33.8
13337,206,1900,206,1900,1281,2684,20,21,58,8,1,3,CNF47397631,TKT6507143542,2,GA789,461.16,11.83,37.29,59.07,0.0,0,36.89,606.24,975,585,9,166,No-Show,59.8
13338,936,1900,936,1900,2062,713,6,2,24,16,2,3,CNF95605088,TKT1951774561,2,GA411,62.26,12.41,2.84,8.46,25.0,0,4.98,115.95,660,280,0,178,Flown,64.0
13339,223,2145,223,2145,742,2683,9,6,59,6,5,2,CNF13092886,TKT8216365346,4,GA908,585.87,9.69,30.6,70.99,0.0,500,0.0,1197.15,5755,20142,20,177,Flown,66.2
13340,731,1645,731,1645,1111,3697,17,7,2,8,1,3,CNF28911260,TKT1402700672,4,GA662,137.97,8.33,12.84,13.36,0.0,0,11.04,183.54,3448,2068,0,175,Flown,69.4
13341,73,945,73,945,2508,1396,20,2,60,6,5,2,CNF06462824,TKT2906423429,2,GA207,636.76,7.06,51.61,93.23,0.0,0,0.0,788.66,2698,9443,70,335,No-Show,68.9
13342,682,1715,682,1715,2060,566,2,7,65,5,7,1,CNF47122895,TKT1633073541,4,GA125,1032.72,6.11,50.84,114.9,100.0,0,0.0,1304.57,6219,68409,12,68,Flown,61.9
13343,783,430,783,430,714,475,14,17,22,14,6,1,CNF83366062,TKT9656884009,2,GA327,1593.36,14.88,145.18,215.36,0.0,0,0.0,1968.78,4465,11876,0,168,Flown,73.1
13344,434,715,434,715,1384,3834,15,4,63,12,2,4,CNF26156625,TKT9163296700,3,GA712,192.57,17.89,17.17,23.64,50.0,0,19.26,320.53,5689,2417,46,337,Flown,87.3
13345,400,145,400,145,2362,974,13,15,38,12,3,1,CNF02361149,TKT8541047826,2,GA393,112.02,24.91,9.29,8.74,25.0,200,0.0,379.96,6498,1786,0,340,Flown,79.2
13346,202,1530,202,1530,310,1101,7,14,65,4,3,2,CNF27580447,TKT2367692693,2,GA969,79.84,20.94,3.61,8.14,0.0,0,0.0,112.53,7799,2144,0,68,Flown,72.6
13347,193,2000,193,2000,1879,78,21,6,42,2,6,1,CNF30258919,TKT1059479475,4,GA765,1995.27,15.78,109.44,226.98,50.0,0,0.0,2397.47,2400,6384,21,338,Flown,80.3
13348,225,2015,225,2015,1089,2283,17,2,3,10,6,4,CNF44990680,TKT4014043749,4,GA252,640.89,6.94,29.88,86.17,0.0,0,64.09,827.97,892,2372,87,218,Flown,83.4
13349,587,2330,587,2330,1215,733,15,21,9,13,7,1,CNF64537694,TKT5330773066,4,GA402,5948.0,20.7,267.91,830.31,0.0,0,0.0,7066.92,7958,87538,32,177,Flown,67.1
13350,173,330,173,330,2328,238,5,17,2,2,5,5,CNF45013879,TKT0219858615,2,GA667,766.35,26.28,40.66,59.29,0.0,0,38.32,930.9,261,913,0,175,Flown,78.1
13351,973,145,973,145,2723,1383,20,21,30,8,8,4,CNF81428028,TKT4431929230,3,GA741,446.43,20.79,43.59,54.1,0.0,0,44.64,609.55,3680,1288,159,393,Flown,60.6
13352,625,1430,625,1430,2694,772,7,13,28,4,8,5,CNF76557659,TKT1817927894,4,GA300,94.89,8.67,7.82,9.99,25.0,0,4.74,151.11,5562,1946,0,393,Flown,79.5
13353,879,2315,879,2315,2391,1435,18,20,71,3,4,2,CNF15016365,TKT2223091115,2,GA113,657.0,28.73,59.31,70.99,25.0,0,0.0,841.03,304,296,25,163,Flown,83.4
13354,156,2330,156,2330,1510,2099,9,2,14,1,7,6,CNF10572232,TKT9030295234,3,GA669,2762.69,23.44,146.66,263.13,0.0,50,331.52,3577.44,2165,23815,28,158,Flown,60.9
13355,122,1500,122,1500,234,2409,4,2,11,24,3,1,CNF34801371,TKT3388031160,2,GA390,73.38,28.49,3.61,9.9,0.0,0,0.0,115.38,3741,1028,0,391,Flown,71.7
13356,818,1515,818,1515,198,1604,20,13,14,20,2,6,CNF45264362,TKT0713727378,1,GA760,365.56,8.52,23.31,29.63,50.0,0,43.87,520.89,422,179,0,158,Flown,86.6
13357,524,915,524,915,406,2985,9,13,34,18,5,2,CNF56013304,TKT6952629772,2,GA433,1965.63,21.99,156.56,113.97,50.0,0,0.0,2308.15,1326,4641,0,157,Flown,60.2
13358,1051,215,1051,215,2223,5711,14,11,58,22,5,3,CNF08146022,TKT8621697905,3,GA200,1101.99,25.97,45.43,74.31,75.0,50,88.16,1460.86,6635,23222,0,166,Flown,79.1
13359,324,615,324,615,623,3837,20,15,69,11,4,1,CNF39644268,TKT6642589553,1,GA278,709.15,8.41,50.75,105.55,0.0,0,0.0,873.86,1416,1380,90,400,Flown,93.3
